,qseqid,qstart,qend,qlen,sseqid,sstart,send,length,gaps,nident,aligned_pairs,query_coverage,percent_identity
1472,NZ_LR134333.1.1410,137,1020,1020,NZ_LR134215.1,837389,838273,886,3,736,883,0.865686274509804,0.7215686274509804
1474,NZ_LR134333.1.1411,16,1020,1020,NZ_LR134215.1,838289,839375,1090,88,828,1002,0.9823529411764705,0.8117647058823529
1476,NZ_LR134333.1.1412,1,825,1020,NZ_LR134215.1,839376,840201,827,3,691,824,0.807843137254902,0.6774509803921569
1479,NZ_LR134333.1.1414,1,1010,1020,NZ_LR134215.1,841318,842329,1018,14,798,1004,0.984313725490196,0.7823529411764706
1482,NZ_LR134333.1.1417,17,1020,1020,NZ_LR134215.1,844412,845414,1011,15,739,996,0.9764705882352941,0.7245098039215686
1485,NZ_LR134333.1.1419,2,1019,1020,NZ_LR134215.1,846221,847238,1020,4,819,1016,0.996078431372549,0.8029411764705883
244,NZ_LR134333.1.142,3,1020,1020,NZ_LR134215.1,3942470,3943487,1022,8,756,1014,0.9941176470588236,0.7411764705882353
1487,NZ_LR134333.1.1420,1,1006,1020,NZ_LR134215.1,847240,848244,1011,11,761,1000,0.9803921568627451,0.746078431372549
1489,NZ_LR134333.1.1421,3,1019,1020,NZ_LR134215.1,848261,849285,1029,16,795,1013,0.9931372549019608,0.7794117647058824
1492,NZ_LR134333.1.1422,1,925,1020,NZ_LR134215.1,849287,850211,928,6,774,922,0.903921568627451,0.7588235294117647
1494,NZ_LR134333.1.1423,3,1006,1020,NZ_LR134215.1,850306,851309,1015,22,747,993,0.9735294117647059,0.7323529411764705
1495,NZ_LR134333.1.1424,157,900,1020,NZ_LR134215.1,852304,853077,774,30,549,744,0.7294117647058823,0.538235294117647
1496,NZ_LR134333.1.1425,112,1020,1020,NZ_LR134215.1,853318,854226,915,12,716,903,0.8852941176470588,0.7019607843137254
1497,NZ_LR134333.1.1426,1,870,1020,NZ_LR134215.1,854227,855097,873,5,679,868,0.8509803921568627,0.6656862745098039
1498,NZ_LR134333.1.1427,1,1011,1020,NZ_LR134215.1,855176,856186,1015,8,717,1007,0.9872549019607844,0.7029411764705882
1501,NZ_LR134333.1.1429,1,1020,1020,NZ_LR134215.1,857127,858140,1020,6,838,1014,0.9941176470588236,0.8215686274509804
1503,NZ_LR134333.1.1431,24,905,1020,NZ_LR134215.1,858786,859666,885,7,651,878,0.8607843137254902,0.638235294117647
1505,NZ_LR134333.1.1432,1,1020,1020,NZ_LR134215.1,859907,860926,1020,0,883,1020,1.0,0.865686274509804
1506,NZ_LR134333.1.1433,1,1020,1020,NZ_LR134215.1,860927,861950,1025,6,877,1019,0.9990196078431373,0.8598039215686275
1507,NZ_LR134333.1.1434,1,996,1020,NZ_LR134215.1,861951,862946,996,0,902,996,0.9764705882352941,0.884313725490196
1512,NZ_LR134333.1.1439,148,1020,1020,NZ_LR134215.1,875115,875987,879,12,652,867,0.85,0.6392156862745098
246,NZ_LR134333.1.144,26,1019,1020,NZ_LR134215.1,3944510,3945503,1002,16,703,986,0.9666666666666667,0.6892156862745098
1513,NZ_LR134333.1.1440,1,1020,1020,NZ_LR134215.1,875988,877007,1020,0,843,1020,1.0,0.8264705882352941
1514,NZ_LR134333.1.1441,5,1014,1020,NZ_LR134215.1,877012,878021,1010,0,809,1010,0.9901960784313726,0.7931372549019607
1515,NZ_LR134333.1.1442,1,1020,1020,NZ_LR134215.1,878028,879001,1022,50,740,972,0.9529411764705882,0.7254901960784313
247,NZ_LR134333.1.145,143,1003,1020,NZ_LR134215.1,3945647,3946512,875,23,659,852,0.8352941176470589,0.6460784313725491
1520,NZ_LR134333.1.1452,1,1019,1020,NZ_LR134215.1,880594,881614,1021,2,877,1019,0.9990196078431373,0.8598039215686275
1521,NZ_LR134333.1.1453,5,998,1020,NZ_LR134215.1,881620,882613,995,2,795,993,0.9735294117647059,0.7794117647058824
1522,NZ_LR134333.1.1454,7,881,1020,NZ_LR134215.1,882642,883525,895,31,655,864,0.8470588235294118,0.6421568627450981
1523,NZ_LR134333.1.1455,3,812,1020,NZ_LR134215.1,883659,884501,853,53,587,800,0.7843137254901961,0.5754901960784313
1524,NZ_LR134333.1.1456,1,1020,1020,NZ_LR134215.1,884710,885727,1026,14,796,1012,0.9921568627450981,0.7803921568627451
1525,NZ_LR134333.1.1457,1,1020,1020,NZ_LR134215.1,885728,886747,1025,10,750,1015,0.9950980392156863,0.7352941176470589
1526,NZ_LR134333.1.1458,1,1020,1020,NZ_LR134215.1,886748,887767,1020,0,794,1020,1.0,0.7784313725490196
1529,NZ_LR134333.1.1460,88,1020,1020,NZ_LR134215.1,888937,889820,936,55,753,881,0.8637254901960785,0.7382352941176471
1533,NZ_LR134333.1.1468,2,1017,1020,NZ_LR134215.1,891354,892369,1016,0,794,1016,0.996078431372549,0.7784313725490196
1534,NZ_LR134333.1.1469,2,1020,1020,NZ_LR134215.1,892374,893392,1019,0,788,1019,0.9990196078431373,0.7725490196078432
259,NZ_LR134333.1.147,1,1020,1020,NZ_LR134215.1,3860995,3862038,1049,34,979,1015,0.9950980392156863,0.9598039215686275
274,NZ_LR134333.1.148,1,1020,1020,NZ_LR134215.1,996436,995421,1021,6,973,1015,0.9950980392156863,0.953921568627451
284,NZ_LR134333.1.149,1,1014,1020,NZ_LR134215.1,3244277,3245290,1017,6,973,1011,0.9911764705882353,0.953921568627451
1535,NZ_LR134333.1.1498,9,786,1020,NZ_LR134215.1,3047746,3048523,787,18,523,769,0.753921568627451,0.5127450980392156
1536,NZ_LR134333.1.1499,2,1020,1020,NZ_LR134215.1,3048759,3049777,1030,22,686,1008,0.9882352941176471,0.6725490196078432
55,NZ_LR134333.1.15,1,1016,1020,NZ_LR134215.1,3834018,3835044,1035,27,752,1008,0.9882352941176471,0.7372549019607844
290,NZ_LR134333.1.150,18,1020,1020,NZ_LR134215.1,3950818,3951813,1008,17,912,991,0.9715686274509804,0.8941176470588236
1540,NZ_LR134333.1.1502,5,1008,1020,NZ_LR134215.1,3609181,3610189,1016,19,792,997,0.9774509803921568,0.7764705882352941
1541,NZ_LR134333.1.1503,114,1012,1020,NZ_LR134215.1,3610282,3611177,900,5,650,895,0.8774509803921569,0.6372549019607843
300,NZ_LR134333.1.151,1,1020,1020,NZ_LR134215.1,334465,333443,1023,3,973,1020,1.0,0.953921568627451
1544,NZ_LR134333.1.1517,1,972,1020,NZ_LR134215.1,103530,104501,975,6,790,969,0.95,0.7745098039215687
1550,NZ_LR134333.1.1519,65,1019,1020,NZ_LR134215.1,105614,106568,958,6,734,952,0.9333333333333333,0.7196078431372549
308,NZ_LR134333.1.152,15,1020,1020,NZ_LR134215.1,3952873,3953880,1013,12,770,1001,0.9813725490196078,0.7549019607843137
1551,NZ_LR134333.1.1520,1,1013,1020,NZ_LR134215.1,106570,107582,1020,14,789,1006,0.9862745098039216,0.7735294117647059
1552,NZ_LR134333.1.1521,1,964,1020,NZ_LR134215.1,107592,108558,968,5,781,963,0.9441176470588235,0.765686274509804
1556,NZ_LR134333.1.1524,4,1020,1020,NZ_LR134215.1,110795,111811,1037,40,770,997,0.9774509803921568,0.7549019607843137
1557,NZ_LR134333.1.1525,1,1018,1020,NZ_LR134215.1,111812,112835,1032,22,787,1010,0.9901960784313726,0.7715686274509804
1559,NZ_LR134333.1.1526,3,1020,1020,NZ_LR134215.1,112840,113856,1020,5,833,1015,0.9950980392156863,0.8166666666666667
1562,NZ_LR134333.1.1527,1,1020,1020,NZ_LR134215.1,113857,114876,1020,0,878,1020,1.0,0.8607843137254902
1564,NZ_LR134333.1.1528,2,1020,1020,NZ_LR134215.1,114878,115930,1060,48,852,1012,0.9921568627450981,0.8352941176470589
1566,NZ_LR134333.1.1529,1,1020,1020,NZ_LR134215.1,115931,116950,1026,12,816,1014,0.9941176470588236,0.8
316,NZ_LR134333.1.153,1,1020,1020,NZ_LR134215.1,3953881,3954900,1024,8,811,1016,0.996078431372549,0.7950980392156862
1574,NZ_LR134333.1.1536,8,1020,1020,NZ_LR134215.1,118798,119810,1022,18,741,1004,0.984313725490196,0.7264705882352941
1577,NZ_LR134333.1.1539,23,1018,1020,NZ_LR134215.1,68318,69314,1005,17,713,988,0.9686274509803922,0.6990196078431372
317,NZ_LR134333.1.154,2,980,1020,NZ_LR134215.1,3954902,3955880,982,6,727,976,0.9568627450980393,0.7127450980392157
1578,NZ_LR134333.1.1540,28,1020,1020,NZ_LR134215.1,69344,70342,1003,14,812,989,0.9696078431372549,0.796078431372549
1587,NZ_LR134333.1.1548,252,1012,1020,NZ_LR134215.1,905238,905998,764,6,621,758,0.7431372549019608,0.6088235294117647
318,NZ_LR134333.1.155,1,1020,1020,NZ_LR134215.1,3955923,3956945,1035,27,758,1008,0.9882352941176471,0.7431372549019608
1590,NZ_LR134333.1.1553,2,862,1020,NZ_LR134215.1,907130,907990,863,4,744,859,0.842156862745098,0.7294117647058823
1591,NZ_LR134333.1.1554,1,1020,1020,NZ_LR134215.1,908213,909293,1094,87,795,1007,0.9872549019607844,0.7794117647058824
1592,NZ_LR134333.1.1555,1,1020,1020,NZ_LR134215.1,909294,910313,1021,2,833,1019,0.9990196078431373,0.8166666666666667
1593,NZ_LR134333.1.1556,4,1019,1020,NZ_LR134215.1,910317,911332,1018,4,789,1014,0.9941176470588236,0.7735294117647059
1594,NZ_LR134333.1.1557,4,1020,1020,NZ_LR134215.1,911337,912378,1059,59,812,1000,0.9803921568627451,0.796078431372549
1604,NZ_LR134333.1.1560,14,1019,1020,NZ_LR134215.1,913578,914629,1060,62,720,998,0.9784313725490196,0.7058823529411765
1605,NZ_LR134333.1.1561,1,1016,1020,NZ_LR134215.1,914631,915646,1020,8,791,1012,0.9921568627450981,0.7754901960784314
1608,NZ_LR134333.1.1566,7,1015,1020,NZ_LR134215.1,917164,918169,1009,3,805,1006,0.9862745098039216,0.7892156862745098
1609,NZ_LR134333.1.1567,28,999,1020,NZ_LR134215.1,918202,919173,974,4,760,970,0.9509803921568627,0.7450980392156863
321,NZ_LR134333.1.157,1,1019,1020,NZ_LR134215.1,3971423,3972441,1022,6,806,1016,0.996078431372549,0.7901960784313725
1612,NZ_LR134333.1.1572,25,1013,1020,NZ_LR134215.1,922333,923326,1000,17,784,983,0.9637254901960784,0.7686274509803922
1613,NZ_LR134333.1.1573,11,1008,1020,NZ_LR134215.1,923344,924323,998,18,738,980,0.9607843137254902,0.7235294117647059
1614,NZ_LR134333.1.1574,1,821,1020,NZ_LR134215.1,924336,925155,825,9,649,816,0.8,0.6362745098039215
1615,NZ_LR134333.1.1575,42,1006,1020,NZ_LR134215.1,925398,926362,969,8,726,961,0.942156862745098,0.711764705882353
1616,NZ_LR134333.1.1576,1,1019,1020,NZ_LR134215.1,926376,927394,1025,12,798,1013,0.9931372549019608,0.7823529411764706
1617,NZ_LR134333.1.1577,1,821,1020,NZ_LR134215.1,927396,928216,821,0,619,821,0.8049019607843138,0.6068627450980392
1618,NZ_LR134333.1.1578,28,848,1020,NZ_LR134215.1,928443,929265,831,18,572,813,0.7970588235294118,0.5607843137254902
322,NZ_LR134333.1.158,1,1020,1020,NZ_LR134215.1,3972443,3973462,1020,0,831,1020,1.0,0.8147058823529412
1619,NZ_LR134333.1.1581,197,1018,1020,NZ_LR134215.1,929375,930199,843,39,609,804,0.788235294117647,0.5970588235294118
1622,NZ_LR134333.1.1587,1,1020,1020,NZ_LR134215.1,102068,103087,1030,20,699,1010,0.9901960784313726,0.6852941176470588
323,NZ_LR134333.1.159,1,986,1020,NZ_LR134215.1,3973463,3974448,986,0,812,986,0.9666666666666667,0.796078431372549
56,NZ_LR134333.1.16,31,1020,1020,NZ_LR134215.1,3835079,3836107,1046,73,721,973,0.953921568627451,0.7068627450980393
324,NZ_LR134333.1.160,218,1020,1020,NZ_LR134215.1,3974690,3975492,803,0,650,803,0.7872549019607843,0.6372549019607843
325,NZ_LR134333.1.161,2,966,1020,NZ_LR134215.1,3975494,3976465,977,17,774,960,0.9411764705882353,0.7588235294117647
326,NZ_LR134333.1.162,1,1013,1020,NZ_LR134215.1,3976520,3977542,1023,10,783,1013,0.9931372549019608,0.7676470588235295
327,NZ_LR134333.1.163,15,1020,1020,NZ_LR134215.1,3977564,3978568,1013,15,791,998,0.9784313725490196,0.7754901960784314
1632,NZ_LR134333.1.1635,140,1020,1020,NZ_LR134215.1,955196,956013,885,71,686,814,0.7980392156862746,0.6725490196078432
1633,NZ_LR134333.1.1636,2,1005,1020,NZ_LR134215.1,956015,957042,1033,34,725,999,0.9794117647058823,0.7107843137254902
1634,NZ_LR134333.1.1637,112,1017,1020,NZ_LR134215.1,957182,958126,947,43,726,904,0.8862745098039215,0.711764705882353
1635,NZ_LR134333.1.1638,222,1018,1020,NZ_LR134215.1,958351,959147,802,10,568,792,0.7764705882352941,0.5568627450980392
1636,NZ_LR134333.1.1639,3,1020,1020,NZ_LR134215.1,959152,960168,1020,5,821,1015,0.9950980392156863,0.8049019607843138
328,NZ_LR134333.1.164,1,1020,1020,NZ_LR134215.1,3978569,3979633,1083,81,787,1002,0.9823529411764705,0.7715686274509804
1637,NZ_LR134333.1.1640,1,867,1020,NZ_LR134215.1,960169,961030,875,21,665,854,0.8372549019607843,0.6519607843137255
1638,NZ_LR134333.1.1641,1,1020,1020,NZ_LR134215.1,961189,962208,1020,0,844,1020,1.0,0.8274509803921568
1639,NZ_LR134333.1.1642,19,997,1020,NZ_LR134215.1,962227,963206,984,9,740,975,0.9558823529411765,0.7254901960784313
1640,NZ_LR134333.1.1643,97,1020,1020,NZ_LR134215.1,963320,964240,925,5,771,920,0.9019607843137255,0.7558823529411764
1643,NZ_LR134333.1.1645,2,1020,1020,NZ_LR134215.1,965354,966371,1019,1,892,1018,0.9980392156862745,0.8745098039215686
329,NZ_LR134333.1.165,3,1020,1020,NZ_LR134215.1,3979636,3980653,1022,8,808,1014,0.9941176470588236,0.792156862745098
1647,NZ_LR134333.1.1651,37,1020,1020,NZ_LR134215.1,982219,983201,990,13,780,977,0.957843137254902,0.7647058823529411
1649,NZ_LR134333.1.1652,2,1020,1020,NZ_LR134215.1,983203,984224,1026,11,804,1015,0.9950980392156863,0.788235294117647
1651,NZ_LR134333.1.1654,233,1019,1020,NZ_LR134215.1,984591,985377,793,12,595,781,0.765686274509804,0.5833333333333334
1652,NZ_LR134333.1.1655,1,1020,1020,NZ_LR134215.1,985379,986416,1050,42,808,1008,0.9882352941176471,0.792156862745098
1653,NZ_LR134333.1.1656,3,1020,1020,NZ_LR134215.1,986419,987454,1039,24,788,1015,0.9950980392156863,0.7725490196078432
1654,NZ_LR134333.1.1657,1,1018,1020,NZ_LR134215.1,987455,988470,1018,2,826,1016,0.996078431372549,0.8098039215686275
1655,NZ_LR134333.1.1658,1,1019,1020,NZ_LR134215.1,988473,989493,1024,8,765,1016,0.996078431372549,0.75
1656,NZ_LR134333.1.1659,19,1020,1020,NZ_LR134215.1,989513,990514,1003,2,828,1001,0.9813725490196078,0.8117647058823529
330,NZ_LR134333.1.166,3,1018,1020,NZ_LR134215.1,3980656,3981671,1016,0,861,1016,0.996078431372549,0.8441176470588235
1659,NZ_LR134333.1.1660,1,1020,1020,NZ_LR134215.1,990515,991534,1020,0,850,1020,1.0,0.8333333333333334
1661,NZ_LR134333.1.1661,1,1020,1020,NZ_LR134215.1,991535,992561,1044,41,784,1003,0.9833333333333333,0.7686274509803922
1669,NZ_LR134333.1.1662,1,1020,1020,NZ_LR134215.1,333627,334646,1020,0,972,1020,1.0,0.9529411764705882
1677,NZ_LR134333.1.1663,1,1018,1020,NZ_LR134215.1,3245961,3244959,1024,27,923,997,0.9774509803921568,0.9049019607843137
1690,NZ_LR134333.1.1664,3,1020,1020,NZ_LR134215.1,3863732,3862714,1021,5,988,1016,0.996078431372549,0.9686274509803922
1696,NZ_LR134333.1.1665,1,1020,1020,NZ_LR134215.1,995762,996778,1021,5,967,1016,0.996078431372549,0.9480392156862745
1704,NZ_LR134333.1.1666,1,755,1020,NZ_LR134215.1,3861696,3860917,785,35,720,750,0.7352941176470589,0.7058823529411765
1720,NZ_LR134333.1.1668,2,1020,1020,NZ_LR134215.1,998247,999264,1025,13,748,1012,0.9921568627450981,0.7333333333333333
1721,NZ_LR134333.1.1669,11,1020,1020,NZ_LR134215.1,999275,1000302,1035,32,781,1003,0.9833333333333333,0.765686274509804
1722,NZ_LR134333.1.1670,1,1020,1020,NZ_LR134215.1,1000303,1001324,1034,26,734,1008,0.9882352941176471,0.7196078431372549
1723,NZ_LR134333.1.1671,20,941,1020,NZ_LR134215.1,1001347,1002268,923,2,693,921,0.9029411764705882,0.6794117647058824
1724,NZ_LR134333.1.1672,11,1000,1020,NZ_LR134215.1,1002358,1003347,1002,24,722,978,0.9588235294117647,0.707843137254902
1725,NZ_LR134333.1.1673,17,1020,1020,NZ_LR134215.1,1003384,1004388,1009,9,736,1000,0.9803921568627451,0.7215686274509804
1726,NZ_LR134333.1.1674,133,862,1020,NZ_LR134215.1,1004519,1005252,743,22,556,721,0.7068627450980393,0.5450980392156862
1727,NZ_LR134333.1.1675,13,845,1020,NZ_LR134215.1,1005384,1006211,840,19,623,821,0.8049019607843138,0.6107843137254902
1728,NZ_LR134333.1.1676,2,1012,1020,NZ_LR134215.1,1009524,1010581,1073,77,759,996,0.9764705882352941,0.7441176470588236
1729,NZ_LR134333.1.1677,1,1020,1020,NZ_LR134215.1,1010590,1011671,1086,70,787,1016,0.996078431372549,0.7715686274509804
1731,NZ_LR134333.1.1678,19,1020,1020,NZ_LR134215.1,1011690,1012690,1008,13,778,995,0.9754901960784313,0.7627450980392156
1732,NZ_LR134333.1.1679,270,1020,1020,NZ_LR134215.1,1012960,1013707,767,35,525,732,0.7176470588235294,0.5147058823529411
1733,NZ_LR134333.1.1680,1,1020,1020,NZ_LR134215.1,1013708,1014727,1027,14,746,1013,0.9931372549019608,0.7313725490196078
1735,NZ_LR134333.1.1682,1,1019,1020,NZ_LR134215.1,1015742,1016768,1041,36,775,1005,0.9852941176470589,0.7598039215686274
1736,NZ_LR134333.1.1683,5,979,1020,NZ_LR134215.1,1016774,1017754,988,20,680,968,0.9490196078431372,0.6666666666666666
1737,NZ_LR134333.1.1684,258,1020,1020,NZ_LR134215.1,1018003,1018765,763,0,648,763,0.7480392156862745,0.6352941176470588
1738,NZ_LR134333.1.1685,1,1020,1020,NZ_LR134215.1,1018766,1019785,1020,0,860,1020,1.0,0.8431372549019608
1739,NZ_LR134333.1.1686,1,1013,1020,NZ_LR134215.1,1019786,1020785,1023,33,753,990,0.9705882352941176,0.7382352941176471
1740,NZ_LR134333.1.1687,36,1020,1020,NZ_LR134215.1,1020774,1021762,993,12,815,981,0.961764705882353,0.7990196078431373
1741,NZ_LR134333.1.1688,3,779,1020,NZ_LR134215.1,1021765,1022541,777,0,653,777,0.7617647058823529,0.6401960784313725
1743,NZ_LR134333.1.1689,1,1020,1020,NZ_LR134215.1,1022597,1023697,1101,81,796,1020,1.0,0.7803921568627451
1744,NZ_LR134333.1.1690,1,1020,1020,NZ_LR134215.1,1023698,1024681,1030,56,747,974,0.9549019607843138,0.7323529411764705
1746,NZ_LR134333.1.1694,276,1013,1020,NZ_LR134215.1,1024846,1025583,743,10,555,733,0.7186274509803922,0.5441176470588235
1751,NZ_LR134333.1.1698,135,1020,1020,NZ_LR134215.1,1031015,1031890,892,22,675,870,0.8529411764705882,0.6617647058823529
1752,NZ_LR134333.1.1699,2,979,1020,NZ_LR134215.1,1031892,1032869,980,4,810,976,0.9568627450980393,0.7941176470588235
57,NZ_LR134333.1.17,1,1011,1020,NZ_LR134215.1,3836108,3837118,1011,0,846,1011,0.9911764705882353,0.8294117647058824
1753,NZ_LR134333.1.1700,2,987,1020,NZ_LR134215.1,1032912,1033897,986,0,775,986,0.9666666666666667,0.7598039215686274
1754,NZ_LR134333.1.1701,107,1020,1020,NZ_LR134215.1,1034037,1034950,914,0,724,914,0.8960784313725491,0.7098039215686275
1758,NZ_LR134333.1.1703,1,1019,1020,NZ_LR134215.1,1035823,1036841,1031,24,755,1007,0.9872549019607844,0.7401960784313726
1760,NZ_LR134333.1.1705,3,1003,1020,NZ_LR134215.1,1037891,1038891,1006,10,786,996,0.9764705882352941,0.7705882352941177
1762,NZ_LR134333.1.1706,3,1020,1020,NZ_LR134215.1,1038911,1039944,1057,62,746,995,0.9754901960784313,0.7313725490196078
1764,NZ_LR134333.1.1707,42,797,1020,NZ_LR134215.1,1039986,1040750,768,15,582,753,0.7382352941176471,0.5705882352941176
1765,NZ_LR134333.1.1708,23,1020,1020,NZ_LR134215.1,1041079,1042076,998,0,864,998,0.9784313725490196,0.8470588235294118
1769,NZ_LR134333.1.1717,1,1020,1020,NZ_LR134215.1,1045584,1046617,1046,38,742,1008,0.9882352941176471,0.7274509803921568
1770,NZ_LR134333.1.1718,1,861,1020,NZ_LR134215.1,1046618,1047481,880,35,589,845,0.8284313725490197,0.5774509803921568
1772,NZ_LR134333.1.1720,12,774,1020,NZ_LR134215.1,1048673,1049436,768,9,541,759,0.7441176470588236,0.5303921568627451
1774,NZ_LR134333.1.1721,1,1020,1020,NZ_LR134215.1,1050389,1051411,1025,7,841,1018,0.9980392156862745,0.8245098039215686
1777,NZ_LR134333.1.1723,1,1020,1020,NZ_LR134215.1,1052417,1053451,1045,35,838,1010,0.9901960784313726,0.8215686274509804
1778,NZ_LR134333.1.1724,3,1018,1020,NZ_LR134215.1,1053454,1054467,1019,8,866,1011,0.9911764705882353,0.8490196078431372
1779,NZ_LR134333.1.1725,1,1015,1020,NZ_LR134215.1,1054470,1055484,1027,24,792,1003,0.9833333333333333,0.7764705882352941
1780,NZ_LR134333.1.1726,74,1020,1020,NZ_LR134215.1,1055563,1056509,950,6,736,944,0.9254901960784314,0.7215686274509804
1782,NZ_LR134333.1.1727,12,1019,1020,NZ_LR134215.1,1056521,1057533,1020,19,809,1001,0.9813725490196078,0.7931372549019607
1783,NZ_LR134333.1.1728,5,1020,1020,NZ_LR134215.1,1057565,1058541,1018,43,737,975,0.9558823529411765,0.7225490196078431
1785,NZ_LR134333.1.1730,23,1019,1020,NZ_LR134215.1,1059470,1060463,1001,11,674,990,0.9705882352941176,0.6607843137254902
335,NZ_LR134333.1.174,275,1020,1020,NZ_LR134215.1,3984128,3984873,746,0,604,746,0.7313725490196078,0.592156862745098
1788,NZ_LR134333.1.1742,185,1020,1020,NZ_LR134215.1,1061646,1062485,844,12,690,832,0.8156862745098039,0.6764705882352942
1789,NZ_LR134333.1.1743,1,1020,1020,NZ_LR134215.1,1062486,1063526,1057,53,773,1004,0.984313725490196,0.7578431372549019
1790,NZ_LR134333.1.1744,2,1020,1020,NZ_LR134215.1,1063528,1064582,1069,64,755,1005,0.9852941176470589,0.7401960784313726
1791,NZ_LR134333.1.1745,1,1020,1020,NZ_LR134215.1,1064583,1065646,1064,44,846,1020,1.0,0.8294117647058824
1792,NZ_LR134333.1.1746,8,1020,1020,NZ_LR134215.1,1065654,1066666,1014,2,828,1012,0.9921568627450981,0.8117647058823529
1793,NZ_LR134333.1.1747,2,1020,1020,NZ_LR134215.1,1066668,1067690,1027,12,742,1015,0.9950980392156863,0.7274509803921568
1794,NZ_LR134333.1.1748,1,1010,1020,NZ_LR134215.1,1067691,1068702,1019,16,753,1003,0.9833333333333333,0.7382352941176471
1795,NZ_LR134333.1.1749,31,1019,1020,NZ_LR134215.1,1068772,1069767,999,13,808,986,0.9666666666666667,0.792156862745098
1799,NZ_LR134333.1.1754,1,1020,1020,NZ_LR134215.1,1075483,1076512,1034,18,817,1016,0.996078431372549,0.8009803921568628
1800,NZ_LR134333.1.1755,2,1020,1020,NZ_LR134215.1,1076514,1077532,1019,0,855,1019,0.9990196078431373,0.8382352941176471
1801,NZ_LR134333.1.1756,1,1019,1020,NZ_LR134215.1,1077533,1078552,1024,9,848,1015,0.9950980392156863,0.8313725490196079
1802,NZ_LR134333.1.1757,1,855,1020,NZ_LR134215.1,1078554,1079419,867,13,724,854,0.8372549019607843,0.7098039215686275
1804,NZ_LR134333.1.1764,4,838,1020,NZ_LR134215.1,1084714,1085548,848,26,533,822,0.8058823529411765,0.5225490196078432
1805,NZ_LR134333.1.1765,213,1019,1020,NZ_LR134215.1,1085940,1086719,810,33,564,777,0.7617647058823529,0.5529411764705883
1808,NZ_LR134333.1.1766,1,1014,1020,NZ_LR134215.1,1086721,1087734,1018,8,766,1010,0.9901960784313726,0.7509803921568627
1810,NZ_LR134333.1.1767,1,1020,1020,NZ_LR134215.1,1087744,1088763,1023,6,811,1017,0.9970588235294118,0.7950980392156862
1812,NZ_LR134333.1.1768,1,1019,1020,NZ_LR134215.1,1088764,1089782,1020,2,829,1018,0.9980392156862745,0.8127450980392157
1814,NZ_LR134333.1.1769,203,1016,1020,NZ_LR134215.1,1089991,1090808,823,14,599,809,0.7931372549019607,0.5872549019607843
1815,NZ_LR134333.1.1770,1,928,1020,NZ_LR134215.1,1090813,1091738,930,6,765,924,0.9058823529411765,0.75
1816,NZ_LR134333.1.1772,7,843,1020,NZ_LR134215.1,701936,702772,841,8,588,833,0.8166666666666667,0.5764705882352941
